"","district","block","month","month_week","Total_inbound_calls","Total_unique_callers","Average_duration","paddy","okyourreplies","qna","annou","exp"
"276","BALANGIR","TUREKELA","Jun","Jun-Week 4",18,14,131.944444444444,2,1,3,3,0
"277","BALANGIR","TUREKELA","Jul","Jul-Week 1",6,6,89,1,1,2,1,0
"278","BALANGIR","TUREKELA","Jul","Jul-Week 2",2,2,59,0,0,1,0,0
"279","BALANGIR","TUREKELA","Jul","Jul-Week 3",1,1,8,0,0,0,0,0
"280","BALANGIR","TUREKELA","Jul","Jul-Week 4",9,8,211.555555555556,2,1,4,2,1
"281","BALANGIR","TUREKELA","Aug","Aug-Week 1",6,6,33.6666666666667,0,0,1,0,0
"282","BALANGIR","TUREKELA","Aug","Aug-Week 2",9,8,162.555555555556,2,1,4,0,0
"283","BALANGIR","TUREKELA","Aug","Aug-Week 3",3,3,59.6666666666667,1,0,2,0,0
"284","BALANGIR","TUREKELA","Aug","Aug-Week 4",6,5,301.166666666667,3,0,4,1,0
"285","BALANGIR","TUREKELA","Sep","Sep-Week 1",2,2,160,0,0,1,0,0
"286","BALANGIR","TUREKELA","Sep","Sep-Week 2",1,1,93,0,0,0,0,0
"287","BALANGIR","TUREKELA","Sep","Sep-Week 4",6,6,57.3333333333333,0,0,0,0,0
"288","BALANGIR","TUREKELA","Oct","Oct-Week 1",6,6,175.333333333333,2,1,1,2,0
"289","BALANGIR","TUREKELA","Oct","Oct-Week 2",1,1,9,0,0,0,0,0
"290","BALANGIR","TUREKELA","Oct","Oct-Week 3",10,10,140.6,1,1,0,2,1
"291","BALASORE","ADALPUR","Sep","Sep-Week 4",2,1,231.5,0,0,2,0,0
"292","BALASORE","ADALPUR","Oct","Oct-Week 1",2,1,125.5,0,0,2,0,0
"293","BALASORE","BASTA","Oct","Oct-Week 3",1,1,8,0,0,0,0,0
"294","BALASORE","SIMULIA","Oct","Oct-Week 3",1,1,30,0,0,0,0,0
"295","BARGARH","AMBABHONA","Sep","Sep-Week 1",12,9,210,3,3,4,3,0
"296","BARGARH","AMBABHONA","Sep","Sep-Week 2",20,11,423.55,5,9,7,9,7
"297","BARGARH","AMBABHONA","Sep","Sep-Week 3",10,8,192.6,1,0,1,0,0
"298","BARGARH","AMBABHONA","Sep","Sep-Week 4",148,113,158.77027027027,36,11,46,26,3
"299","BARGARH","AMBABHONA","Oct","Oct-Week 1",71,63,115.239436619718,12,4,16,11,2
"300","BARGARH","AMBABHONA","Oct","Oct-Week 2",15,13,163.8,3,3,2,4,1
"301","BARGARH","AMBABHONA","Oct","Oct-Week 3",131,117,151.328244274809,30,6,39,19,1
"302","BARGARH","AMBABHONA","Oct","Oct-Week 4",3,2,51.3333333333333,0,1,0,0,0
"303","BARGARH","ATTABIRA","Sep","Sep-Week 1",29,25,113.655172413793,4,5,3,4,1
"304","BARGARH","ATTABIRA","Sep","Sep-Week 2",47,31,239.872340425532,14,5,21,5,3
"305","BARGARH","ATTABIRA","Sep","Sep-Week 3",36,26,158.083333333333,8,2,13,7,2
"306","BARGARH","ATTABIRA","Sep","Sep-Week 4",16,15,61.375,1,0,3,0,1
"307","BARGARH","ATTABIRA","Oct","Oct-Week 1",24,22,149.416666666667,3,4,4,3,0
"308","BARGARH","ATTABIRA","Oct","Oct-Week 2",10,9,137.9,4,0,6,0,0
"309","BARGARH","ATTABIRA","Oct","Oct-Week 3",15,13,182.133333333333,5,0,3,3,1
"310","BARGARH","BARGARH","Sep","Sep-Week 1",4,4,199.5,0,0,1,0,0
"311","BARGARH","BARGARH","Sep","Sep-Week 2",15,11,74.3333333333333,4,0,5,0,0
"312","BARGARH","BARGARH","Sep","Sep-Week 3",14,12,107.857142857143,1,0,1,1,0
"313","BARGARH","BARGARH","Sep","Sep-Week 4",6,6,89.1666666666667,1,1,3,0,0
"314","BARGARH","BARGARH","Oct","Oct-Week 1",6,6,47.6666666666667,0,0,1,0,0
"315","BARGARH","BARGARH","Oct","Oct-Week 2",6,6,46.3333333333333,1,0,0,1,0
"316","BARGARH","BARGARH","Oct","Oct-Week 3",6,6,17.5,0,0,0,0,0
"317","BARGARH","BARGARH MPL","Sep","Sep-Week 2",2,2,50.5,0,0,0,1,0
"318","BARGARH","BARGARH MPL","Sep","Sep-Week 3",1,1,104,1,0,1,0,0
"319","BARGARH","BARGARH MPL","Sep","Sep-Week 4",1,1,7,0,0,0,0,0
"320","BARGARH","BARGARH MPL","Oct","Oct-Week 2",1,1,665,0,0,0,1,0
"321","BARGARH","BARGARH MPL","Oct","Oct-Week 3",2,2,26.5,0,0,0,0,0
"322","BARGARH","BARPALI","Sep","Sep-Week 1",137,114,179.532846715328,37,16,52,31,3
"323","BARGARH","BARPALI","Sep","Sep-Week 2",185,150,204.308108108108,60,13,67,30,9
"324","BARGARH","BARPALI","Sep","Sep-Week 3",109,84,247.669724770642,35,17,50,14,8
"325","BARGARH","BARPALI","Sep","Sep-Week 4",128,92,191.6640625,33,14,48,13,5
"326","BARGARH","BARPALI","Oct","Oct-Week 1",121,94,512.537190082645,29,9,40,7,6
"327","BARGARH","BARPALI","Oct","Oct-Week 2",77,69,161.571428571429,15,1,16,8,2
"328","BARGARH","BARPALI","Oct","Oct-Week 3",152,110,351.269736842105,36,17,71,19,15
"329","BARGARH","BARPALI","Oct","Oct-Week 4",10,4,373.5,3,2,9,1,2
"330","BARGARH","BHATALI","Sep","Sep-Week 1",40,37,180.925,17,3,16,10,2
"331","BARGARH","BHATALI","Sep","Sep-Week 2",78,51,239.24358974359,25,4,35,15,3
"332","BARGARH","BHATALI","Sep","Sep-Week 3",40,34,150.575,6,2,14,5,3
"333","BARGARH","BHATALI","Sep","Sep-Week 4",47,39,153.446808510638,8,5,15,5,1
"334","BARGARH","BHATALI","Oct","Oct-Week 1",38,33,79.0789473684211,5,0,9,2,0
"335","BARGARH","BHATALI","Oct","Oct-Week 2",27,25,105.592592592593,6,4,7,3,0
"336","BARGARH","BHATALI","Oct","Oct-Week 3",39,34,198.589743589744,14,2,10,9,1
"337","BARGARH","BHATALI","Oct","Oct-Week 4",1,1,5,0,0,0,0,0
"338","BARGARH","BIJEPUR","Sep","Sep-Week 1",2,2,351,0,0,1,0,0
"339","BARGARH","BIJEPUR","Sep","Sep-Week 2",6,4,58.5,0,0,1,0,0
"340","BARGARH","BIJEPUR","Sep","Sep-Week 3",4,3,384.75,3,0,5,0,0
"341","BARGARH","BIJEPUR","Sep","Sep-Week 4",2,1,42.5,0,0,0,0,0
"342","BARGARH","BIJEPUR","Oct","Oct-Week 1",2,2,55,1,0,0,1,0
"343","BARGARH","BIJEPUR","Oct","Oct-Week 2",5,4,133,1,2,2,0,0
"344","BARGARH","BIJEPUR","Oct","Oct-Week 3",1,1,18,0,0,0,0,0
"345","BARGARH","GAISILET","Sep","Sep-Week 1",13,12,170.615384615385,4,1,5,1,0
"346","BARGARH","GAISILET","Sep","Sep-Week 2",46,32,234.086956521739,12,2,24,3,3
"347","BARGARH","GAISILET","Sep","Sep-Week 3",28,21,2688.75,7,0,18,3,0
"348","BARGARH","GAISILET","Sep","Sep-Week 4",11,10,163.090909090909,3,0,6,0,0
"349","BARGARH","GAISILET","Oct","Oct-Week 1",8,7,109.5,0,0,2,0,0
"350","BARGARH","GAISILET","Oct","Oct-Week 2",4,4,46,0,0,0,0,0
"351","BARGARH","GAISILET","Oct","Oct-Week 3",7,6,110.714285714286,1,1,2,1,0
"352","BARGARH","KAPTIPADA","Sep","Sep-Week 4",1,1,257,0,0,2,0,0
"353","BARGARH","KAPTIPADA","Oct","Oct-Week 1",1,1,374,0,0,0,1,0
"354","BARGARH","PADAMPUR","Oct","Oct-Week 1",13,9,288,7,4,7,4,0
"355","BARGARH","PADAMPUR","Oct","Oct-Week 3",2,2,276,1,0,0,1,1
"356","BARGARH","PADAMPUR NAC","Oct","Oct-Week 1",18,3,1975.22222222222,6,8,10,6,0
"357","BARGARH","PADAMPUR NAC","Oct","Oct-Week 2",8,3,181.625,1,2,4,0,0
"358","BARGARH","PADAMPUR NAC","Oct","Oct-Week 3",3,3,913,1,0,2,0,0
"359","BARGARH","RAJBORASAMBAR","Oct","Oct-Week 1",176,129,266.295454545455,59,17,85,18,6
"360","BARGARH","RAJBORASAMBAR","Oct","Oct-Week 2",46,32,261.630434782609,16,8,18,12,3
"361","BARGARH","RAJBORASAMBAR","Oct","Oct-Week 3",84,76,269.119047619048,28,3,34,17,2
"362","BARGARH","RAJBORASAMBAR","Oct","Oct-Week 4",4,2,430,1,2,3,0,1
"363","BARGARH","RAJBORASAMBAR(PADAMPUR)","Oct","Oct-Week 3",1,1,39,0,0,0,0,0
"364","BARGARH","SOHELLA","Sep","Sep-Week 1",24,21,159.291666666667,4,3,6,3,0
"365","BARGARH","SOHELLA","Sep","Sep-Week 2",28,25,188.178571428571,4,2,6,3,2
"366","BARGARH","SOHELLA","Sep","Sep-Week 3",19,18,116.473684210526,5,2,3,5,2
"367","BARGARH","SOHELLA","Sep","Sep-Week 4",22,20,108.090909090909,3,1,6,1,0
"368","BARGARH","SOHELLA","Oct","Oct-Week 1",13,12,93.8461538461538,1,0,4,2,0
"369","BARGARH","SOHELLA","Oct","Oct-Week 2",13,11,332.846153846154,5,1,6,4,0
"370","BARGARH","SOHELLA","Oct","Oct-Week 3",29,22,830.551724137931,5,0,12,3,0
"371","BARGARH","SOHELLA","Oct","Oct-Week 4",1,1,41,0,0,0,0,0
"372","BHADRAK","BASUDEVPUR","Oct","Oct-Week 3",2,2,156.5,0,0,0,0,0
"373","BHANJNAGAR","BELAGUTHA","Sep","Sep-Week 4",1,1,448,0,1,1,0,0
"374","BHANJNAGAR","BELAGUTHA","Oct","Oct-Week 1",1,1,108,0,0,1,0,0
"375","BOUDH","HARBHANGA","Oct","Oct-Week 3",3,1,190.666666666667,1,0,3,0,0
"376","DEOGARH","BARKOTE","Sep","Sep-Week 1",3,3,36.6666666666667,0,0,0,0,0
"377","DEOGARH","BARKOTE","Sep","Sep-Week 2",1,1,154,1,0,1,0,0
"378","DEOGARH","BARKOTE","Sep","Sep-Week 3",6,6,114,1,0,0,2,1
"379","DEOGARH","BARKOTE","Sep","Sep-Week 4",6,5,44.6666666666667,0,0,1,0,0
"380","DEOGARH","BARKOTE","Oct","Oct-Week 1",5,4,508.8,0,0,3,1,0
"381","DEOGARH","BARKOTE","Oct","Oct-Week 3",4,4,110,1,0,1,0,0
"382","DEOGARH","REAMAL","Sep","Sep-Week 4",2,1,642.5,0,1,1,1,1
"383","DEOGARH","REAMAL","Oct","Oct-Week 1",6,1,635.166666666667,0,1,4,5,1
"384","DEOGARH","REAMAL","Oct","Oct-Week 2",5,1,263.6,1,1,0,3,1
"385","GAJAPATI","KASINAGAR","Aug","Aug-Week 2",1,1,236,0,0,0,0,0
"386","GAJAPATI","KASINAGAR","Sep","Sep-Week 1",1,1,8,0,0,0,0,0
"387","GAJAPATI","KASINAGAR","Sep","Sep-Week 2",2,2,40.5,0,0,0,0,0
"388","GAJAPATI","KASINAGAR","Sep","Sep-Week 3",4,2,26.75,0,0,0,0,1
"389","GAJAPATI","KASINAGAR","Sep","Sep-Week 4",3,2,46.6666666666667,0,2,0,0,0
"390","GAJAPATI","KASINAGAR","Oct","Oct-Week 1",2,2,449.5,1,2,1,0,0
"391","GAJAPATI","KASINAGAR","Oct","Oct-Week 2",3,2,250.333333333333,0,0,2,0,0
"392","GAJAPATI","KASINAGAR","Oct","Oct-Week 3",4,2,263.5,1,2,4,0,0
"393","GAJAPATI","KASINAGAR","Oct","Oct-Week 4",2,1,356.5,0,2,1,0,0
"394","GAJAPATI","NUAGADA","Sep","Sep-Week 1",2,2,142.5,1,0,1,0,0
"395","GAJAPATI","NUAGADA","Sep","Sep-Week 2",2,1,45,0,0,0,0,0
"396","GAJAPATI","NUAGADA","Sep","Sep-Week 3",5,4,93.8,1,0,2,1,0
"397","GAJAPATI","NUAGADA","Sep","Sep-Week 4",6,4,42.3333333333333,0,0,0,1,0
"398","GAJAPATI","NUAGADA","Oct","Oct-Week 1",2,2,53.5,0,0,0,0,0
"399","GAJAPATI","R.UDAYAGIRI","Sep","Sep-Week 1",6,6,219.666666666667,2,2,4,0,0
"400","GAJAPATI","R.UDAYAGIRI","Sep","Sep-Week 2",6,6,68.5,0,0,1,0,0
"401","GAJAPATI","R.UDAYAGIRI","Sep","Sep-Week 3",8,6,127.875,1,2,2,2,0
"402","GAJAPATI","R.UDAYAGIRI","Sep","Sep-Week 4",5,3,264.4,2,1,1,2,2
"403","GAJAPATI","R.UDAYAGIRI","Oct","Oct-Week 1",2,2,47.5,0,1,0,0,0
"404","GAJAPATI","R.UDAYAGIRI","Oct","Oct-Week 2",1,1,79,0,0,1,0,0
"405","GAJAPATI","R.UDAYAGIRI","Oct","Oct-Week 3",1,1,650,0,0,0,1,0
"406","GAJAPATI","RAYAGAD","Sep","Sep-Week 1",3,3,61.3333333333333,0,0,0,1,0
"407","GAJAPATI","RAYAGAD","Sep","Sep-Week 2",10,4,528.3,4,1,10,4,0
"408","GAJAPATI","RAYAGAD","Sep","Sep-Week 3",3,3,79.3333333333333,1,0,1,0,0
"409","GAJAPATI","RAYAGAD","Sep","Sep-Week 4",8,6,193,2,1,4,3,0
"410","GAJAPATI","RAYAGAD","Oct","Oct-Week 1",1,1,185,1,0,1,0,0
"411","GAJAPATI","RAYAGAD","Oct","Oct-Week 2",1,1,36,0,0,0,0,0
"412","GAJAPATI","RAYAGAD","Oct","Oct-Week 3",2,1,61,0,0,0,0,0
"413","GANJAM","BEGUNIAPADA","Sep","Sep-Week 4",165,129,165.787878787879,37,21,53,14,11
"414","GANJAM","BEGUNIAPADA","Oct","Oct-Week 1",61,51,89.9344262295082,9,1,9,4,0
"415","GANJAM","BEGUNIAPADA","Oct","Oct-Week 2",8,7,110.375,0,1,1,0,1
"416","GANJAM","BEGUNIAPADA","Oct","Oct-Week 3",84,72,120.654761904762,11,8,15,9,2
"417","GANJAM","CHATRAPUR","Sep","Sep-Week 1",23,21,183.04347826087,3,6,7,7,2
"418","GANJAM","CHATRAPUR","Sep","Sep-Week 2",31,26,153.193548387097,8,2,10,2,1
"419","GANJAM","CHATRAPUR","Sep","Sep-Week 3",13,12,102,3,3,1,3,0
"420","GANJAM","CHATRAPUR","Sep","Sep-Week 4",16,14,108.5,2,3,2,1,2
"421","GANJAM","CHATRAPUR","Oct","Oct-Week 1",21,14,214,5,1,10,1,1
"422","GANJAM","CHATRAPUR","Oct","Oct-Week 2",14,11,91.4285714285714,2,0,2,2,0
"423","GANJAM","CHATRAPUR","Oct","Oct-Week 3",5,5,90,1,1,1,0,0
"424","GANJAM","CHATRAPUR NAC","Sep","Sep-Week 1",2,2,31,0,0,0,0,0
"425","GANJAM","CHATRAPUR NAC","Sep","Sep-Week 2",3,3,241.666666666667,2,0,2,0,0
"426","GANJAM","CHATRAPUR NAC","Sep","Sep-Week 3",2,2,63.5,0,0,1,0,0
"427","GANJAM","CHATRAPUR NAC","Sep","Sep-Week 4",3,3,97.3333333333333,0,2,0,0,0
"428","GANJAM","CHATRAPUR NAC","Oct","Oct-Week 2",1,1,49,0,0,0,0,1
"429","GANJAM","CHATRAPUR NAC","Oct","Oct-Week 3",4,3,56,0,0,0,0,0
"430","GANJAM","GANJAM","Sep","Sep-Week 1",33,29,160.393939393939,4,4,11,2,0
"431","GANJAM","GANJAM","Sep","Sep-Week 2",62,44,168.209677419355,15,9,19,8,6
"432","GANJAM","GANJAM","Sep","Sep-Week 3",46,36,198.695652173913,15,7,21,5,1
"433","GANJAM","GANJAM","Sep","Sep-Week 4",33,27,79.0909090909091,2,4,4,1,0
"434","GANJAM","GANJAM","Oct","Oct-Week 1",31,26,337.290322580645,6,1,9,4,1
"435","GANJAM","GANJAM","Oct","Oct-Week 2",29,24,111.586206896552,10,0,9,8,1
"436","GANJAM","GANJAM","Oct","Oct-Week 3",31,29,89.7741935483871,2,0,4,3,0
"437","GANJAM","GANJAM NAC","Sep","Sep-Week 1",1,1,31,0,0,0,0,0
"438","GANJAM","GANJAM NAC","Sep","Sep-Week 2",3,3,33.3333333333333,0,0,0,0,0
"439","GANJAM","GANJAM NAC","Sep","Sep-Week 3",3,3,81.6666666666667,1,0,1,0,0
"440","GANJAM","GANJAM NAC","Sep","Sep-Week 4",1,1,39,0,0,0,0,0
"441","GANJAM","GANJAM NAC","Oct","Oct-Week 1",1,1,18,0,0,0,0,0
"442","GANJAM","GANJAM NAC","Oct","Oct-Week 2",2,1,5.5,0,0,0,0,0
"443","GANJAM","GANJAM NAC","Oct","Oct-Week 3",1,1,23,0,0,0,0,0
"444","GANJAM","HINJILICUT","Sep","Sep-Week 1",21,16,123.857142857143,6,3,8,4,0
"445","GANJAM","HINJILICUT","Sep","Sep-Week 2",24,21,203.458333333333,7,7,10,0,2
"446","GANJAM","HINJILICUT","Sep","Sep-Week 3",17,14,182.588235294118,2,1,2,1,0
"447","GANJAM","HINJILICUT","Sep","Sep-Week 4",260,190,182.442307692308,48,33,90,31,12
"448","GANJAM","HINJILICUT","Oct","Oct-Week 1",90,67,101.088888888889,11,6,22,2,7
"449","GANJAM","HINJILICUT","Oct","Oct-Week 2",20,18,167.9,3,1,5,2,1
"450","GANJAM","HINJILICUT","Oct","Oct-Week 3",114,95,136.175438596491,16,6,37,9,3
"451","GANJAM","HINJILICUT NAC","Sep","Sep-Week 1",4,4,97.25,0,2,1,0,0
"452","GANJAM","HINJILICUT NAC","Sep","Sep-Week 2",4,4,50.75,1,0,1,0,0
"453","GANJAM","HINJILICUT NAC","Sep","Sep-Week 3",7,6,82.5714285714286,0,3,0,1,1
"454","GANJAM","HINJILICUT NAC","Sep","Sep-Week 4",3,3,75,0,0,0,0,0
"455","GANJAM","HINJILICUT NAC","Oct","Oct-Week 1",4,4,25,0,0,0,0,0
"456","GANJAM","HINJILICUT NAC","Oct","Oct-Week 3",2,2,70,0,0,0,0,1
"457","GANJAM","JAGANATHPRASAD","Sep","Sep-Week 4",1,1,52,0,0,0,0,0
"458","GANJAM","KHALLIKOTE","Aug","Aug-Week 2",1,1,40,0,0,0,1,0
"459","GANJAM","KHALLIKOTE","Sep","Sep-Week 1",12,11,162.333333333333,5,2,2,5,0
"460","GANJAM","KHALLIKOTE","Sep","Sep-Week 2",19,14,166.473684210526,2,3,3,2,2
"461","GANJAM","KHALLIKOTE","Sep","Sep-Week 3",16,13,82.25,2,3,3,1,0
"462","GANJAM","KHALLIKOTE","Sep","Sep-Week 4",6,6,88.1666666666667,1,2,1,0,0
"463","GANJAM","KHALLIKOTE","Oct","Oct-Week 1",12,7,96.5833333333333,2,2,2,2,2
"464","GANJAM","KHALLIKOTE","Oct","Oct-Week 2",6,6,53.8333333333333,0,0,0,0,0
"465","GANJAM","KHALLIKOTE","Oct","Oct-Week 3",4,4,59.5,0,0,1,1,0
"466","GANJAM","KHALLIKOTE NAC","Sep","Sep-Week 1",6,4,257.333333333333,4,1,4,0,0
"467","GANJAM","KHALLIKOTE NAC","Sep","Sep-Week 2",5,5,190.6,1,0,0,2,0
"468","GANJAM","KHALLIKOTE NAC","Sep","Sep-Week 3",3,3,33.6666666666667,0,0,1,0,0
"469","GANJAM","KHALLIKOTE NAC","Sep","Sep-Week 4",1,1,9,0,0,0,0,0
"470","GANJAM","KHALLIKOTE NAC","Oct","Oct-Week 1",7,5,36.4285714285714,0,0,0,0,0
"471","GANJAM","KHALLIKOTE NAC","Oct","Oct-Week 2",1,1,60,0,1,0,0,0
"472","GANJAM","KHALLIKOTE NAC","Oct","Oct-Week 3",6,3,33.6666666666667,0,0,0,0,0
"473","GANJAM","POLASARA","Sep","Sep-Week 2",3,1,61.3333333333333,0,0,0,0,0
"474","GANJAM","POLASARA","Sep","Sep-Week 3",1,1,42,0,0,0,0,0
"475","GANJAM","PURUSOTAMPUR","Sep","Sep-Week 4",233,170,174.326180257511,65,30,84,32,9
"476","GANJAM","PURUSOTAMPUR","Oct","Oct-Week 1",63,47,130.968253968254,16,2,24,13,2
"477","GANJAM","PURUSOTAMPUR","Oct","Oct-Week 2",7,6,172,1,0,2,2,0
"478","GANJAM","PURUSOTAMPUR","Oct","Oct-Week 3",105,87,86.4571428571429,14,5,28,9,1
"479","GANJAM","PURUSOTAMPUR","Oct","Oct-Week 4",2,2,150.5,0,0,1,0,0
"480","GANJAM","PURUSOTAMPUR NAC","Sep","Sep-Week 4",9,7,71.1111111111111,0,0,1,0,0
"481","GANJAM","PURUSOTAMPUR NAC","Oct","Oct-Week 1",9,6,47.1111111111111,0,0,1,0,0
"482","GANJAM","PURUSOTAMPUR NAC","Oct","Oct-Week 2",2,2,522,1,0,1,0,0
"483","GANJAM","PURUSOTAMPUR NAC","Oct","Oct-Week 3",5,5,107.8,0,0,3,0,0
"484","JHARSUGUDA","KIRIMIRA","Sep","Sep-Week 1",4,4,185.25,2,0,1,2,0
"485","JHARSUGUDA","KIRIMIRA","Sep","Sep-Week 2",5,3,153.4,2,1,1,4,0
"486","JHARSUGUDA","KIRIMIRA","Sep","Sep-Week 3",3,3,32,0,0,0,0,0
"487","JHARSUGUDA","KIRIMIRA","Sep","Sep-Week 4",1,1,108,0,0,0,0,0
"488","JHARSUGUDA","KIRIMIRA","Oct","Oct-Week 1",4,4,69.75,0,0,0,1,0
"489","JHARSUGUDA","KIRIMIRA","Oct","Oct-Week 2",2,2,130,0,0,0,1,0
"490","JHARSUGUDA","KIRIMIRA","Oct","Oct-Week 3",3,2,181,0,0,0,1,0
"491","JHARSUGUDA","LAIKERA","Sep","Sep-Week 1",18,7,503.111111111111,12,8,14,7,6
"492","JHARSUGUDA","LAIKERA","Sep","Sep-Week 2",27,9,424.62962962963,9,1,17,6,5
"493","JHARSUGUDA","LAIKERA","Sep","Sep-Week 3",17,9,285.352941176471,3,2,8,2,3
"494","JHARSUGUDA","LAIKERA","Sep","Sep-Week 4",23,11,259.565217391304,9,4,11,3,6
"495","JHARSUGUDA","LAIKERA","Oct","Oct-Week 1",8,4,230.75,1,5,1,1,2
"496","JHARSUGUDA","LAIKERA","Oct","Oct-Week 2",11,8,135.545454545455,1,2,2,1,1
"497","JHARSUGUDA","LAIKERA","Oct","Oct-Week 3",8,7,148.625,1,0,3,0,0
"498","KALAHANDI","DHARMAGARH","Sep","Sep-Week 1",6,5,138.833333333333,1,0,2,1,0
"499","KALAHANDI","DHARMAGARH","Sep","Sep-Week 2",5,3,334.6,3,1,5,1,1
"500","KALAHANDI","DHARMAGARH","Sep","Sep-Week 3",6,5,117.833333333333,1,1,3,0,0
"501","KALAHANDI","DHARMAGARH","Oct","Oct-Week 1",1,1,152,1,0,1,0,0
"502","KALAHANDI","DHARMAGARH","Oct","Oct-Week 2",5,3,306.4,4,0,4,1,0
"503","KALAHANDI","DHARMAGARH","Oct","Oct-Week 3",3,2,251.666666666667,1,0,2,1,0
"504","KALAHANDI","GOLAMUNDA","Sep","Sep-Week 4",5,4,115.8,0,1,1,1,0
"505","KALAHANDI","GOLAMUNDA","Oct","Oct-Week 1",3,2,410.333333333333,0,0,1,0,0
"506","KALAHANDI","GOLAMUNDA","Oct","Oct-Week 2",2,1,23,0,0,0,0,0
"507","KALAHANDI","GOLAMUNDA","Oct","Oct-Week 3",5,5,133,1,0,2,0,0
"508","KALAHANDI","JAIPATNA","Oct","Oct-Week 1",18,9,752.555555555556,8,2,12,1,0
"509","KALAHANDI","JAIPATNA","Oct","Oct-Week 2",3,3,443.333333333333,0,0,1,1,0
"510","KALAHANDI","JAIPATNA","Oct","Oct-Week 3",11,5,420.545454545455,5,2,8,3,0
"511","KALAHANDI","JUNAGARH","Sep","Sep-Week 1",2,2,123.5,1,0,0,1,1
"512","KALAHANDI","JUNAGARH","Sep","Sep-Week 2",7,6,134.142857142857,0,0,1,1,0
"513","KALAHANDI","JUNAGARH","Sep","Sep-Week 3",2,1,50.5,0,0,0,0,0
"514","KALAHANDI","JUNAGARH","Sep","Sep-Week 4",3,2,37.6666666666667,0,0,0,0,0
"515","KALAHANDI","JUNAGARH","Oct","Oct-Week 1",2,2,82,1,0,0,1,0
"516","KALAHANDI","JUNAGARH","Oct","Oct-Week 2",2,2,88,1,0,0,1,0
"517","KALAHANDI","KALAMPUR","Oct","Oct-Week 1",7,5,129.714285714286,3,1,1,2,0
"518","KALAHANDI","KALAMPUR","Oct","Oct-Week 2",1,1,39,0,0,0,0,0
"519","KALAHANDI","KALAMPUR","Oct","Oct-Week 3",2,2,343,2,0,2,0,0
"520","KALAHANDI","KARLAMUNDA","Sep","Sep-Week 4",8,6,262.5,4,0,4,0,1
"521","KALAHANDI","KARLAMUNDA","Oct","Oct-Week 1",1,1,252,0,0,1,0,0
"522","KALAHANDI","KARLAMUNDA","Oct","Oct-Week 3",5,4,1080.6,2,1,4,1,0
"523","KALAHANDI","KOKSARA","Sep","Sep-Week 4",9,7,148.333333333333,3,0,2,2,0
"524","KALAHANDI","KOKSARA","Oct","Oct-Week 1",2,2,79.5,0,1,0,0,0
"525","KALAHANDI","KOKSARA","Oct","Oct-Week 3",7,7,82.8571428571429,0,1,0,0,0
"526","KALAHANDI","LANJIGADA","Sep","Sep-Week 4",8,7,95,1,1,1,0,0
"527","KALAHANDI","LANJIGADA","Oct","Oct-Week 1",2,2,575.5,1,0,2,2,1
"528","KALAHANDI","LANJIGADA","Oct","Oct-Week 3",5,5,57.8,0,0,1,0,0
"529","KALAHANDI","NAC","Sep","Sep-Week 1",1,1,49,0,0,0,0,0
"530","KANDHAMAL","KOTAGARH","Sep","Sep-Week 2",1,1,145,1,0,2,0,0
"531","KANDHAMAL","KOTAGARH","Sep","Sep-Week 3",1,1,140,0,0,1,0,0
"532","KANDHAMAL","KOTAGARH","Sep","Sep-Week 4",1,1,42,0,0,0,0,0
"533","KANDHAMAL","KOTAGARH","Oct","Oct-Week 1",2,2,87,0,0,0,1,0
"534","KANDHAMAL","TUMUDIBANDH","Sep","Sep-Week 1",2,2,286,0,1,0,1,0
"535","KANDHAMAL","TUMUDIBANDH","Sep","Sep-Week 2",2,2,220,2,0,0,2,0
"536","KANDHAMAL","TUMUDIBANDH","Sep","Sep-Week 3",2,2,199.5,0,0,1,1,0
"537","KANDHAMAL","TUMUDIBANDH","Sep","Sep-Week 4",2,2,34.5,0,0,1,0,0
"538","KANDHAMAL","TUMUDIBANDH","Oct","Oct-Week 1",1,1,727,0,0,1,0,0
"539","KANDHAMAL","TUMUDIBANDH","Oct","Oct-Week 3",1,1,30,0,0,0,0,0
"540","KENDRAPADA","KENDRAPARA","Oct","Oct-Week 2",2,1,250.5,0,0,2,0,0
"541","KENDRAPADA","RAJKANIKA","Sep","Sep-Week 4",2,1,145.5,0,0,0,0,0
"542","KEONJHAR","BAUNSAPALA","Sep","Sep-Week 1",9,6,316.444444444444,4,1,8,1,1
"543","KEONJHAR","BAUNSAPALA","Sep","Sep-Week 2",5,3,746,0,0,3,1,0
"544","KEONJHAR","BAUNSAPALA","Sep","Sep-Week 3",5,5,138.6,0,1,0,1,0
"545","KEONJHAR","BAUNSAPALA","Sep","Sep-Week 4",6,6,365.5,4,0,3,3,0
"546","KEONJHAR","BAUNSAPALA","Oct","Oct-Week 1",4,3,128.25,2,0,2,0,0
"547","KEONJHAR","BAUNSAPALA","Oct","Oct-Week 3",7,7,316.285714285714,1,0,2,3,1
"548","KEONJHAR","GHASIPURA","Sep","Sep-Week 4",1,1,365,1,0,1,0,0
"549","KEONJHAR","GHASIPURA","Oct","Oct-Week 1",1,1,79,1,0,1,0,0
"550","KEONJHAR","GHATAGAON","Sep","Sep-Week 1",5,4,169.6,1,0,2,1,1
"551","KEONJHAR","GHATAGAON","Sep","Sep-Week 2",7,5,11478.5714285714,1,0,5,0,0
